state,polling_place,yes_n,no_n,formal_n,informal_n,total_n,yes_p,no_p,formal_p,informal_p
VIC,Wandin East,126,165,291,2,293,0.433,0.567,0.9932,0.0068
VIC,Wandin North,262,438,700,5,705,0.3743,0.6257,0.9929,0.0071
VIC,Wandin Yallock,340,507,847,11,858,0.4014,0.5986,0.9872,0.0128
VIC,Wandong,391,519,910,13,923,0.4297,0.5703,0.9859,0.0141
VIC,Wanganui,353,725,1078,5,1083,0.3275,0.6725,0.9954,0.0046
VIC,Wangaratta,787,1215,2002,21,2023,0.3931,0.6069,0.9896,0.0104
VIC,Wangaratta Hospital,67,72,139,2,141,0.482,0.518,0.9858,0.0142
VIC,Wangaratta West,756,1541,2297,18,2315,0.3291,0.6709,0.9922,0.0078
VIC,Wangoom,83,139,222,0,222,0.3739,0.6261,1.0,0.0
VIC,Wantirna,1044,841,1885,19,1904,0.5538,0.4462,0.99,0.01
VIC,Wantirna Heights,586,643,1229,12,1241,0.4768,0.5232,0.9903,0.0097
VIC,Wantirna High,1601,1452,3053,17,3070,0.5244,0.4756,0.9945,0.0055
VIC,Wantirna South,1340,1193,2533,24,2557,0.529,0.471,0.9906,0.0094
VIC,Warburton,339,536,875,18,893,0.3874,0.6126,0.9798,0.0202
VIC,Warburton East,193,280,473,11,484,0.408,0.592,0.9773,0.0227
VIC,Warracknabeal,360,1482,1842,10,1852,0.1954,0.8046,0.9946,0.0054
VIC,Warragul,918,1542,2460,30,2490,0.3732,0.6268,0.988,0.012
VIC,Warragul East,463,1027,1490,9,1499,0.3107,0.6893,0.994,0.006
VIC,Warragul North,708,1100,1808,11,1819,0.3916,0.6084,0.994,0.006
VIC,Warrandyte,1632,1038,2670,22,2692,0.6112,0.3888,0.9918,0.0082
VIC,Warrandyte North,854,380,1234,5,1239,0.6921,0.3079,0.996,0.004
VIC,Warrandyte South,218,195,413,4,417,0.5278,0.4722,0.9904,0.0096
VIC,Warranwood,1173,848,2021,18,2039,0.5804,0.4196,0.9912,0.0088
VIC,Warrenbayne,26,43,69,0,69,0.3768,0.6232,1.0,0.0
VIC,Warrenheip,287,436,723,8,731,0.397,0.603,0.9891,0.0109
VIC,Warringal Parklands,297,180,477,2,479,0.6226,0.3774,0.9958,0.0042
VIC,Warrion,50,117,167,0,167,0.2994,0.7006,1.0,0.0
VIC,Warrnambool,1961,2795,4756,33,4789,0.4123,0.5877,0.9931,0.0069
VIC,Warrnambool Base Hospital,140,188,328,1,329,0.4268,0.5732,0.997,0.003
VIC,Warrnambool East,836,1233,2069,18,2087,0.4041,0.5959,0.9914,0.0086
VIC,Warrnambool Education Centre,557,702,1259,9,1268,0.4424,0.5576,0.9929,0.0071
VIC,Warrnambool North,547,637,1184,10,1194,0.462,0.538,0.9916,0.0084
VIC,Warrnambool South,185,213,398,5,403,0.4648,0.5352,0.9876,0.0124
VIC,Warrnambool West,904,1509,2413,25,2438,0.3746,0.6254,0.9897,0.0103
VIC,Watchem,27,120,147,0,147,0.1837,0.8163,1.0,0.0
VIC,Watsonia,1266,1251,2517,25,2542,0.503,0.497,0.9902,0.0098
VIC,Watsonia Central,497,551,1048,12,1060,0.4742,0.5258,0.9887,0.0113
VIC,Watsonia North,2050,1601,3651,43,3694,0.5615,0.4385,0.9884,0.0116
VIC,Watsonia South,589,668,1257,7,1264,0.4686,0.5314,0.9945,0.0055
VIC,Wattle Glen,407,284,691,5,696,0.589,0.411,0.9928,0.0072
VIC,Wattle Park,1309,937,2246,14,2260,0.5828,0.4172,0.9938,0.0062
VIC,Waubra,98,162,260,2,262,0.3769,0.6231,0.9924,0.0076
VIC,Waverley Meadows,1160,838,1998,17,2015,0.5806,0.4194,0.9916,0.0084
VIC,Waverley North,780,446,1226,5,1231,0.6362,0.3638,0.9959,0.0041
VIC,Wayburne,751,581,1332,17,1349,0.5638,0.4362,0.9874,0.0126
VIC,Wedderburn,230,624,854,3,857,0.2693,0.7307,0.9965,0.0035
VIC,Wedge Park,688,886,1574,21,1595,0.4371,0.5629,0.9868,0.0132
VIC,Weeden Heights,1567,963,2530,34,2564,0.6194,0.3806,0.9867,0.0133
VIC,Weeroona,802,1215,2017,18,2035,0.3976,0.6024,0.9912,0.0088
VIC,Welshpool,138,386,524,3,527,0.2634,0.7366,0.9943,0.0057
VIC,Wemen,20,81,101,1,102,0.198,0.802,0.9902,0.0098
VIC,Wendouree,902,1261,2163,20,2183,0.417,0.583,0.9908,0.0092
VIC,Wendouree East,582,938,1520,20,1540,0.3829,0.6171,0.987,0.013
VIC,Wendouree North,1112,1769,2881,33,2914,0.386,0.614,0.9887,0.0113
VIC,Wendouree West,437,847,1284,16,1300,0.3403,0.6597,0.9877,0.0123
VIC,Werribee,1435,1539,2974,38,3012,0.4825,0.5175,0.9874,0.0126
VIC,Werribee Central,1111,1239,2350,23,2373,0.4728,0.5272,0.9903,0.0097
VIC,Werribee South,366,517,883,12,895,0.4145,0.5855,0.9866,0.0134
VIC,Werrimull,37,92,129,2,131,0.2868,0.7132,0.9847,0.0153
VIC,Wesburn,270,463,733,13,746,0.3683,0.6317,0.9826,0.0174
VIC,West End,920,1315,2235,22,2257,0.4116,0.5884,0.9903,0.0097
VIC,West Park,243,457,700,6,706,0.3471,0.6529,0.9915,0.0085
VIC,Westall,1949,1282,3231,44,3275,0.6032,0.3968,0.9866,0.0134
VIC,Western Hospital,95,99,194,2,196,0.4897,0.5103,0.9898,0.0102
VIC,Westgarth,901,288,1189,23,1212,0.7578,0.2422,0.981,0.019
VIC,Westgate,872,746,1618,31,1649,0.5389,0.4611,0.9812,0.0188
VIC,Westgrove,756,904,1660,16,1676,0.4554,0.5446,0.9905,0.0095
VIC,Westmeadows,1558,1569,3127,36,3163,0.4982,0.5018,0.9886,0.0114
VIC,Westmelton,1304,1931,3235,32,3267,0.4031,0.5969,0.9902,0.0098
VIC,Wheelers Hill,1082,635,1717,17,1734,0.6302,0.3698,0.9902,0.0098
VIC,Wheelers Hill South,1908,1080,2988,34,3022,0.6386,0.3614,0.9887,0.0113
VIC,White Hills,527,909,1436,12,1448,0.367,0.633,0.9917,0.0083
VIC,Whiteside,632,550,1182,5,1187,0.5347,0.4653,0.9958,0.0042
VIC,Whitfield,84,107,191,0,191,0.4398,0.5602,1.0,0.0
VIC,Whittington,1439,2217,3656,44,3700,0.3936,0.6064,0.9881,0.0119
VIC,Whittlesea,732,953,1685,15,1700,0.4344,0.5656,0.9912,0.0088
VIC,Whorouly,136,228,364,3,367,0.3736,0.6264,0.9918,0.0082
VIC,Willaura,76,273,349,3,352,0.2178,0.7822,0.9915,0.0085
VIC,Williamstown,1185,821,2006,14,2020,0.5907,0.4093,0.9931,0.0069
VIC,Williamstown North,453,292,745,8,753,0.6081,0.3919,0.9894,0.0106
VIC,Williamstown South,1784,1020,2804,21,2825,0.6362,0.3638,0.9926,0.0074
VIC,Williamstown West,1594,976,2570,37,2607,0.6202,0.3798,0.9858,0.0142
VIC,Willison,755,456,1211,7,1218,0.6235,0.3765,0.9943,0.0057
VIC,Willowgrove,139,233,372,2,374,0.3737,0.6263,0.9947,0.0053
VIC,Wilmot Road,1152,2435,3587,40,3627,0.3212,0.6788,0.989,0.011
VIC,Wimmera Base Hospital,149,318,467,2,469,0.3191,0.6809,0.9957,0.0043
VIC,Winchelsea,363,779,1142,14,1156,0.3179,0.6821,0.9879,0.0121
VIC,Windsor,619,250,869,9,878,0.7123,0.2877,0.9897,0.0103
VIC,Winters Flat,188,296,484,1,485,0.3884,0.6116,0.9979,0.0021
VIC,Wiridjil,66,153,219,0,219,0.3014,0.6986,1.0,0.0
VIC,Wodonga,2873,4507,7380,72,7452,0.3893,0.6107,0.9903,0.0097
VIC,Wodonga Central,1028,1775,2803,35,2838,0.3667,0.6333,0.9877,0.0123
VIC,Wodonga District Hospital,42,51,93,0,93,0.4516,0.5484,1.0,0.0
VIC,Wodonga South,1095,1686,2781,15,2796,0.3937,0.6063,0.9946,0.0054
VIC,Wodonga West,1171,1662,2833,33,2866,0.4133,0.5867,0.9885,0.0115
VIC,Wollert,52,69,121,0,121,0.4298,0.5702,1.0,0.0
VIC,Won Wron,48,66,114,0,114,0.4211,0.5789,1.0,0.0
VIC,Wonga Park,862,780,1642,12,1654,0.525,0.475,0.9927,0.0073
VIC,Wonthaggi,901,1358,2259,22,2281,0.3988,0.6012,0.9904,0.0096
VIC,Wonthaggi North,575,1030,1605,21,1626,0.3583,0.6417,0.9871,0.0129
VIC,Wonwondah North,16,77,93,0,93,0.172,0.828,1.0,0.0
VIC,Woodend,1468,1481,2949,28,2977,0.4978,0.5022,0.9906,0.0094
VIC,Woodford,152,226,378,3,381,0.4021,0.5979,0.9921,0.0079
VIC,Woodlands,259,269,528,6,534,0.4905,0.5095,0.9888,0.0112
VIC,Woodside,111,242,353,2,355,0.3144,0.6856,0.9944,0.0056
VIC,Woodvale,69,162,231,0,231,0.2987,0.7013,1.0,0.0
VIC,Woodville,1553,1636,3189,26,3215,0.487,0.513,0.9919,0.0081
VIC,Woolsthorpe,118,223,341,4,345,0.346,0.654,0.9884,0.0116
VIC,Woomelang,51,204,255,1,256,0.2,0.8,0.9961,0.0039
VIC,Wooragee,72,93,165,1,166,0.4364,0.5636,0.994,0.006
VIC,Wooranna Park,1014,1042,2056,27,2083,0.4932,0.5068,0.987,0.013
VIC,Woori Yallock,723,1164,1887,11,1898,0.3831,0.6169,0.9942,0.0058
VIC,Woorinen,87,292,379,7,386,0.2296,0.7704,0.9819,0.0181
VIC,Woorndoo,12,24,36,0,36,0.3333,0.6667,1.0,0.0
VIC,Wunghnu,65,201,266,1,267,0.2444,0.7556,0.9963,0.0037
VIC,Wurdi Boluc,82,99,181,3,184,0.453,0.547,0.9837,0.0163
VIC,Wurruk,92,201,293,4,297,0.314,0.686,0.9865,0.0135
VIC,Wy Yung,205,478,683,10,693,0.3001,0.6999,0.9856,0.0144
VIC,Wycheproof,159,451,610,6,616,0.2607,0.7393,0.9903,0.0097
VIC,Wyuna,57,166,223,1,224,0.2556,0.7444,0.9955,0.0045
VIC,Yaapeet,11,61,72,0,72,0.1528,0.8472,1.0,0.0
VIC,Yackandandah,465,626,1091,3,1094,0.4262,0.5738,0.9973,0.0027
VIC,Yallambie,1325,1235,2560,16,2576,0.5176,0.4824,0.9938,0.0062
VIC,Yallourn North,390,617,1007,6,1013,0.3873,0.6127,0.9941,0.0059
VIC,Yambuk,72,137,209,1,210,0.3445,0.6555,0.9952,0.0048
VIC,Yan Yean,84,64,148,2,150,0.5676,0.4324,0.9867,0.0133
VIC,Yanac,10,88,98,0,98,0.102,0.898,1.0,0.0
VIC,Yanakie,67,109,176,1,177,0.3807,0.6193,0.9944,0.0056
VIC,Yandoit,59,89,148,1,149,0.3986,0.6014,0.9933,0.0067
VIC,Yarck,59,92,151,0,151,0.3907,0.6093,1.0,0.0
VIC,Yarra Glen,637,668,1305,11,1316,0.4881,0.5119,0.9916,0.0084
VIC,Yarra Junction,395,650,1045,10,1055,0.378,0.622,0.9905,0.0095
VIC,Yarra Road,556,495,1051,3,1054,0.529,0.471,0.9972,0.0028
VIC,Yarragon,265,541,806,6,812,0.3288,0.6712,0.9926,0.0074
VIC,Yarraleen,1735,847,2582,20,2602,0.672,0.328,0.9923,0.0077
VIC,Yarram,475,1044,1519,3,1522,0.3127,0.6873,0.998,0.002
VIC,Yarraman Park,638,721,1359,21,1380,0.4695,0.5305,0.9848,0.0152
VIC,Yarrambat,400,318,718,3,721,0.5571,0.4429,0.9958,0.0042
VIC,Yarraville,936,587,1523,20,1543,0.6146,0.3854,0.987,0.013
VIC,Yarraville Central,1144,694,1838,27,1865,0.6224,0.3776,0.9855,0.0145
VIC,Yarrawalla South,33,77,110,0,110,0.3,0.7,1.0,0.0
VIC,Yarrawonga,710,1520,2230,9,2239,0.3184,0.6816,0.996,0.004
VIC,Yarrawonga West,403,914,1317,2,1319,0.306,0.694,0.9985,0.0015
VIC,Yarroweyah,126,325,451,2,453,0.2794,0.7206,0.9956,0.0044
VIC,Yarrunga,1008,2105,3113,39,3152,0.3238,0.6762,0.9876,0.0124
VIC,Yea,395,748,1143,6,1149,0.3456,0.6544,0.9948,0.0052
VIC,Yielima,20,94,114,0,114,0.1754,0.8246,1.0,0.0
VIC,Yinnar,361,533,894,5,899,0.4038,0.5962,0.9944,0.0056
WA,Albany,572,771,1343,10,1353,0.4259,0.5741,0.9926,0.0074
WA,Albany Central,467,785,1252,9,1261,0.373,0.627,0.9929,0.0071
WA,Albany Regional Hospital,122,272,394,5,399,0.3096,0.6904,0.9875,0.0125
WA,Alexander Heights West,625,831,1456,20,1476,0.4293,0.5707,0.9864,0.0136
WA,Alexandra Bridge,36,93,129,1,130,0.2791,0.7209,0.9923,0.0077
WA,Ardath,14,45,59,0,59,0.2373,0.7627,1.0,0.0
WA,Ardross,316,385,701,7,708,0.4508,0.5492,0.9901,0.0099
WA,Ardross West,656,612,1268,7,1275,0.5174,0.4826,0.9945,0.0055
WA,Argyle,14,23,37,1,38,0.3784,0.6216,0.9737,0.0263
WA,Armadale East,811,1456,2267,13,2280,0.3577,0.6423,0.9943,0.0057
WA,Armadale North,370,866,1236,11,1247,0.2994,0.7006,0.9912,0.0088
WA,Armadale South,184,547,731,5,736,0.2517,0.7483,0.9932,0.0068
WA,Armadale West,597,1515,2112,21,2133,0.2827,0.7173,0.9902,0.0098
WA,Arthur River,24,97,121,0,121,0.1983,0.8017,1.0,0.0
WA,Ashfield,376,634,1010,8,1018,0.3723,0.6277,0.9921,0.0079
WA,Atwell,786,1090,1876,14,1890,0.419,0.581,0.9926,0.0074
WA,Augusta,248,564,812,8,820,0.3054,0.6946,0.9902,0.0098
WA,Australind,934,1791,2725,19,2744,0.3428,0.6572,0.9931,0.0069
WA,Australind North,171,313,484,4,488,0.3533,0.6467,0.9918,0.0082
WA,Badgebup,7,54,61,2,63,0.1148,0.8852,0.9683,0.0317
WA,Badgingarra,57,128,185,0,185,0.3081,0.6919,1.0,0.0
WA,Balcatta Central,1856,1570,3426,58,3484,0.5417,0.4583,0.9834,0.0166
WA,Balcatta East,165,236,401,4,405,0.4115,0.5885,0.9901,0.0099
WA,Balcatta North,1157,1113,2270,36,2306,0.5097,0.4903,0.9844,0.0156
WA,Balga,812,1646,2458,25,2483,0.3303,0.6697,0.9899,0.0101
WA,Balga North,658,1176,1834,30,1864,0.3588,0.6412,0.9839,0.0161
WA,Balgo,33,46,79,1,80,0.4177,0.5823,0.9875,0.0125
WA,Balingup,141,205,346,6,352,0.4075,0.5925,0.983,0.017
WA,Ballajura,876,1215,2091,8,2099,0.4189,0.5811,0.9962,0.0038
WA,Ballajura Central,1377,2025,3402,32,3434,0.4048,0.5952,0.9907,0.0093
WA,Ballajura South,978,1386,2364,24,2388,0.4137,0.5863,0.9899,0.0101
WA,Ballajura West,746,919,1665,11,1676,0.448,0.552,0.9934,0.0066
WA,Ballidu,39,115,154,0,154,0.2532,0.7468,1.0,0.0
WA,Barragup,391,854,1245,8,1253,0.3141,0.6859,0.9936,0.0064
WA,Bassendean,849,1226,2075,19,2094,0.4092,0.5908,0.9909,0.0091
WA,Bassendean South,1087,1386,2473,29,2502,0.4395,0.5605,0.9884,0.0116
WA,Bateman,1030,931,1961,16,1977,0.5252,0.4748,0.9919,0.0081
WA,Bayonet Head,242,570,812,7,819,0.298,0.702,0.9915,0.0085
WA,Bayswater,1469,1415,2884,41,2925,0.5094,0.4906,0.986,0.014
WA,Beachlands,207,502,709,7,716,0.292,0.708,0.9902,0.0098
WA,Beacon,33,145,178,2,180,0.1854,0.8146,0.9889,0.0111
WA,Beaconsfield,1338,783,2121,40,2161,0.6308,0.3692,0.9815,0.0185
WA,Bedford Park,595,684,1279,10,1289,0.4652,0.5348,0.9922,0.0078
WA,Bedford West,506,524,1030,10,1040,0.4913,0.5087,0.9904,0.0096
WA,Bedfordale,148,270,418,6,424,0.3541,0.6459,0.9858,0.0142
WA,Beechboro,769,1142,1911,21,1932,0.4024,0.5976,0.9891,0.0109
WA,Beechboro East,692,1317,2009,22,2031,0.3444,0.6556,0.9892,0.0108
WA,Beechboro West,733,1026,1759,10,1769,0.4167,0.5833,0.9943,0.0057
WA,Beeliar,93,171,264,1,265,0.3523,0.6477,0.9962,0.0038
WA,Bellevue,249,569,818,15,833,0.3044,0.6956,0.982,0.018
WA,Belmont,499,775,1274,9,1283,0.3917,0.6083,0.993,0.007
WA,Bencubbin,44,127,171,1,172,0.2573,0.7427,0.9942,0.0058
WA,Benger,26,55,81,1,82,0.321,0.679,0.9878,0.0122
WA,Bentley,549,824,1373,29,1402,0.3999,0.6001,0.9793,0.0207
WA,Bentley South,351,460,811,9,820,0.4328,0.5672,0.989,0.011
WA,Bentley West,441,433,874,13,887,0.5046,0.4954,0.9853,0.0147
WA,Beverley,193,622,815,6,821,0.2368,0.7632,0.9927,0.0073
WA,Bibra Lake,984,1341,2325,7,2332,0.4232,0.5768,0.997,0.003
WA,Bicton,1490,1638,3128,28,3156,0.4763,0.5237,0.9911,0.0089
WA,Bindi Bindi,20,52,72,0,72,0.2778,0.7222,1.0,0.0
WA,Bindoon,220,522,742,5,747,0.2965,0.7035,0.9933,0.0067
WA,Binningup,176,334,510,1,511,0.3451,0.6549,0.998,0.002
WA,Bluff Point,672,1373,2045,21,2066,0.3286,0.6714,0.9898,0.0102
WA,Bodallin,17,55,72,0,72,0.2361,0.7639,1.0,0.0
WA,Boddington,200,558,758,6,764,0.2639,0.7361,0.9921,0.0079
WA,Bolgart,33,93,126,1,127,0.2619,0.7381,0.9921,0.0079
WA,Booragoon,1190,1308,2498,17,2515,0.4764,0.5236,0.9932,0.0068
WA,Borden,40,106,146,3,149,0.274,0.726,0.9799,0.0201
WA,Bornholm,129,239,368,1,369,0.3505,0.6495,0.9973,0.0027
WA,Boscabel,5,61,66,0,66,0.0758,0.9242,1.0,0.0
WA,Boulder,1205,2316,3521,30,3551,0.3422,0.6578,0.9916,0.0084
WA,Boxwood Hill,19,47,66,0,66,0.2879,0.7121,1.0,0.0
WA,Boyanup,238,481,719,5,724,0.331,0.669,0.9931,0.0069
WA,Boyup Brook,122,480,602,3,605,0.2027,0.7973,0.995,0.005
WA,Bremer Bay,86,161,247,3,250,0.3482,0.6518,0.988,0.012
WA,Brentwood,1438,1540,2978,29,3007,0.4829,0.5171,0.9904,0.0096
WA,Bridgetown,640,1094,1734,7,1741,0.3691,0.6309,0.996,0.004
WA,Brookdale,292,675,967,4,971,0.302,0.698,0.9959,0.0041
WA,Brookhampton,35,77,112,2,114,0.3125,0.6875,0.9825,0.0175
WA,Brookton,94,433,527,6,533,0.1784,0.8216,0.9887,0.0113
WA,Broome,1224,1219,2443,29,2472,0.501,0.499,0.9883,0.0117
WA,Broome West,507,510,1017,10,1027,0.4985,0.5015,0.9903,0.0097
WA,Broomehill,43,169,212,1,213,0.2028,0.7972,0.9953,0.0047
WA,Bruce Rock,134,316,450,4,454,0.2978,0.7022,0.9912,0.0088
WA,Brunswick,174,504,678,3,681,0.2566,0.7434,0.9956,0.0044
WA,Bull Creek,971,973,1944,17,1961,0.4995,0.5005,0.9913,0.0087
WA,Bull Creek East,770,759,1529,10,1539,0.5036,0.4964,0.9935,0.0065
WA,Bull Creek North,545,683,1228,7,1235,0.4438,0.5562,0.9943,0.0057
WA,Bullaring,14,35,49,0,49,0.2857,0.7143,1.0,0.0
WA,Bullfinch,9,44,53,0,53,0.1698,0.8302,1.0,0.0
WA,Bullsbrook,500,1099,1599,12,1611,0.3127,0.6873,0.9926,0.0074
WA,Bulyee,18,46,64,1,65,0.2812,0.7188,0.9846,0.0154
WA,Bunbury,503,651,1154,9,1163,0.4359,0.5641,0.9923,0.0077
WA,Bunbury Central,385,462,847,7,854,0.4545,0.5455,0.9918,0.0082
WA,Bunbury East,736,1364,2100,15,2115,0.3505,0.6495,0.9929,0.0071
WA,Buntine,25,50,75,0,75,0.3333,0.6667,1.0,0.0
WA,Burekup,109,224,333,1,334,0.3273,0.6727,0.997,0.003
WA,Burns Beach,94,166,260,3,263,0.3615,0.6385,0.9886,0.0114
WA,Burracoppin,16,64,80,0,80,0.2,0.8,1.0,0.0
WA,Busselton,640,1343,1983,20,2003,0.3227,0.6773,0.99,0.01
WA,Busselton East,617,1162,1779,14,1793,0.3468,0.6532,0.9922,0.0078
WA,Busselton West,1167,2247,3414,24,3438,0.3418,0.6582,0.993,0.007
WA,Byford,682,1645,2327,21,2348,0.2931,0.7069,0.9911,0.0089
WA,Cadoux,30,89,119,0,119,0.2521,0.7479,1.0,0.0
WA,Calingiri,40,135,175,2,177,0.2286,0.7714,0.9887,0.0113
WA,Calista,874,1849,2723,33,2756,0.321,0.679,0.988,0.012
WA,Camboon,1248,1348,2596,27,2623,0.4807,0.5193,0.9897,0.0103
WA,Canning Vale,1417,1845,3262,16,3278,0.4344,0.5656,0.9951,0.0049
WA,Canning Vale South,449,513,962,3,965,0.4667,0.5333,0.9969,0.0031
WA,Cannington,682,923,1605,32,1637,0.4249,0.5751,0.9805,0.0195
WA,Cannington East,772,1374,2146,27,2173,0.3597,0.6403,0.9876,0.0124
WA,Cape Burney,73,114,187,1,188,0.3904,0.6096,0.9947,0.0053
WA,Capel,459,918,1377,10,1387,0.3333,0.6667,0.9928,0.0072
WA,Carbunup River,127,189,316,2,318,0.4019,0.5981,0.9937,0.0063
WA,Carcoola,117,318,435,7,442,0.269,0.731,0.9842,0.0158
WA,Carey Park,693,1495,2188,29,2217,0.3167,0.6833,0.9869,0.0131
WA,Carey Park South,298,757,1055,15,1070,0.2825,0.7175,0.986,0.014
WA,Carine,1800,1570,3370,14,3384,0.5341,0.4659,0.9959,0.0041
WA,Carlisle,435,712,1147,11,1158,0.3793,0.6207,0.9905,0.0095
WA,Carmel,153,176,329,2,331,0.465,0.535,0.994,0.006
WA,Carnamah,76,201,277,2,279,0.2744,0.7256,0.9928,0.0072
WA,Carnarvon,434,1061,1495,9,1504,0.2903,0.7097,0.994,0.006
WA,Carnarvon East,349,673,1022,14,1036,0.3415,0.6585,0.9865,0.0135
WA,Cascade,23,56,79,0,79,0.2911,0.7089,1.0,0.0
WA,Castletown,507,1412,1919,7,1926,0.2642,0.7358,0.9964,0.0036
WA,Caversham,253,343,596,4,600,0.4245,0.5755,0.9933,0.0067
WA,Centennial Park,429,1015,1444,10,1454,0.2971,0.7029,0.9931,0.0069
WA,Cervantes,79,260,339,3,342,0.233,0.767,0.9912,0.0088
WA,Chidlow,286,572,858,15,873,0.3333,0.6667,0.9828,0.0172
WA,Chowerup,8,48,56,0,56,0.1429,0.8571,1.0,0.0
WA,City Beach North,1201,862,2063,16,2079,0.5822,0.4178,0.9923,0.0077
WA,Claremont,1374,1398,2772,21,2793,0.4957,0.5043,0.9925,0.0075
WA,Claremont East,439,396,835,5,840,0.5257,0.4743,0.994,0.006
WA,Clarkson,622,1266,1888,12,1900,0.3294,0.6706,0.9937,0.0063
WA,Clifton Park,295,348,643,4,647,0.4588,0.5412,0.9938,0.0062
WA,Cloverdale,389,603,992,3,995,0.3921,0.6079,0.997,0.003
WA,Cloverdale North,910,1636,2546,22,2568,0.3574,0.6426,0.9914,0.0086
WA,Cloverdale West,1177,1803,2980,37,3017,0.395,0.605,0.9877,0.0123
WA,Collie,306,737,1043,6,1049,0.2934,0.7066,0.9943,0.0057
WA,Collie Central,177,402,579,7,586,0.3057,0.6943,0.9881,0.0119
WA,Collie District Hospital,327,734,1061,8,1069,0.3082,0.6918,0.9925,0.0075
WA,Collie North,375,869,1244,12,1256,0.3014,0.6986,0.9904,0.0096
WA,Como,1286,1372,2658,17,2675,0.4838,0.5162,0.9936,0.0064
WA,Como North,341,378,719,4,723,0.4743,0.5257,0.9945,0.0055
WA,Como South,460,544,1004,6,1010,0.4582,0.5418,0.9941,0.0059
WA,Condingup,74,143,217,1,218,0.341,0.659,0.9954,0.0046
WA,Connolly,890,1167,2057,6,2063,0.4327,0.5673,0.9971,0.0029
WA,Coodanup,531,1275,1806,8,1814,0.294,0.706,0.9956,0.0044
WA,Coogee Beach,969,1020,1989,13,2002,0.4872,0.5128,0.9935,0.0065
WA,Cooke Point,298,259,557,4,561,0.535,0.465,0.9929,0.0071
WA,Coolbellup,495,809,1304,18,1322,0.3796,0.6204,0.9864,0.0136
WA,Coolbellup East,515,836,1351,15,1366,0.3812,0.6188,0.989,0.011
WA,Coolbinia,542,382,924,7,931,0.5866,0.4134,0.9925,0.0075
WA,Coolgardie,97,362,459,5,464,0.2113,0.7887,0.9892,0.0108
WA,Cooloongup,1156,2842,3998,36,4034,0.2891,0.7109,0.9911,0.0089
WA,Coolup,82,185,267,0,267,0.3071,0.6929,1.0,0.0
WA,Coomberdale,4,43,47,0,47,0.0851,0.9149,1.0,0.0
WA,Coorow,58,178,236,3,239,0.2458,0.7542,0.9874,0.0126
WA,Coral Bay,21,52,73,2,75,0.2877,0.7123,0.9733,0.0267
WA,Coral Park,637,1261,1898,18,1916,0.3356,0.6644,0.9906,0.0094
WA,Corrigin,176,426,602,4,606,0.2924,0.7076,0.9934,0.0066
WA,Cottesloe,1510,1112,2622,9,2631,0.5759,0.4241,0.9966,0.0034
WA,Cottesloe East,1049,669,1718,13,1731,0.6106,0.3894,0.9925,0.0075
WA,Cottesloe South,527,425,952,2,954,0.5536,0.4464,0.9979,0.0021
WA,Cowaramup,242,335,577,1,578,0.4194,0.5806,0.9983,0.0017
WA,Craigie,1297,2117,3414,47,3461,0.3799,0.6201,0.9864,0.0136
WA,Cranbrook,96,263,359,2,361,0.2674,0.7326,0.9945,0.0055
WA,Cuballing,62,186,248,2,250,0.25,0.75,0.992,0.008
WA,Cue,38,103,141,2,143,0.2695,0.7305,0.986,0.014
WA,Cunderdin,138,409,547,6,553,0.2523,0.7477,0.9892,0.0108
WA,Currambine,792,1079,1871,13,1884,0.4233,0.5767,0.9931,0.0069
WA,Dale,17,74,91,0,91,0.1868,0.8132,1.0,0.0
WA,Dalkeith,1514,819,2333,12,2345,0.6489,0.3511,0.9949,0.0051
WA,Dalwallinu,67,309,376,2,378,0.1782,0.8218,0.9947,0.0053
WA,Dalyup,19,105,124,1,125,0.1532,0.8468,0.992,0.008
WA,Dampier,372,336,708,2,710,0.5254,0.4746,0.9972,0.0028
WA,Dandaragan,59,198,257,2,259,0.2296,0.7704,0.9923,0.0077
WA,Dardanup,231,507,738,3,741,0.313,0.687,0.996,0.004
WA,Darkan,86,221,307,4,311,0.2801,0.7199,0.9871,0.0129
WA,Darlington,1030,1023,2053,9,2062,0.5017,0.4983,0.9956,0.0044
WA,Dawesville,391,634,1025,5,1030,0.3815,0.6185,0.9951,0.0049
WA,Deanmill,43,153,196,0,196,0.2194,0.7806,1.0,0.0
WA,Deanmore,758,647,1405,14,1419,0.5395,0.4605,0.9901,0.0099
WA,Denham,84,266,350,7,357,0.24,0.76,0.9804,0.0196
WA,Denmark,730,986,1716,13,1729,0.4254,0.5746,0.9925,0.0075
WA,Derby,496,677,1173,9,1182,0.4228,0.5772,0.9924,0.0076
WA,Dianella,414,475,889,10,899,0.4657,0.5343,0.9889,0.0111
WA,Dianella Central,799,1114,1913,13,1926,0.4177,0.5823,0.9933,0.0067
WA,Dianella Heights,879,843,1722,12,1734,0.5105,0.4895,0.9931,0.0069
WA,Dianella North,600,689,1289,13,1302,0.4655,0.5345,0.99,0.01
WA,Dianella West,724,798,1522,11,1533,0.4757,0.5243,0.9928,0.0072
WA,Dinninup,26,92,118,0,118,0.2203,0.7797,1.0,0.0
WA,Dongara,469,1291,1760,7,1767,0.2665,0.7335,0.996,0.004
WA,Donnybrook,481,1039,1520,15,1535,0.3164,0.6836,0.9902,0.0098
WA,Doodlakine,30,51,81,0,81,0.3704,0.6296,1.0,0.0
